"","mice.pmm","mice.norm","mice.custom","mean","mipca","amelia","MF","MVN"
"108",4.26105717367853,4.31499460625674,4.46601941747573,4.25026968716289,4.28263214670982,4.36893203883495,4.34735706580367,4.29341963322546
"109",4.1747572815534,4.01294498381877,4.0992448759439,4.02373247033441,3.98058252427184,3.94822006472492,3.92664509169364,3.91585760517799
"110",4.05609492988134,4.03451995685005,4.13160733549083,3.82955771305286,4.08845738942826,4.12081984897519,4.00215749730313,3.95900755124056
"111",4.32578209277238,4.09924487594391,4.22869471413161,4.21790722761596,4.40129449838188,4.44444444444444,4.18554476806904,4.23948220064725
"112",4.33656957928803,4.28263214670982,4.34735706580367,4.29341963322546,4.46601941747573,4.40129449838188,4.0453074433657,4.19633225458468
"113",3.95900755124056,3.79719525350593,3.91585760517799,3.82955771305286,3.98058252427184,3.81877022653722,3.73247033441208,3.81877022653722
"114",4.1747572815534,4.26105717367853,4.12081984897519,4.08845738942826,4.15318230852211,4.22869471413161,4.11003236245955,4.14239482200647
"115",4.02373247033441,3.79719525350593,3.90507011866235,3.74325782092772,3.94822006472492,3.87270765911543,3.86192017259978,3.8403451995685
"116",4.08845738942826,4.1747572815534,4.1747572815534,4.03451995685005,4.45523193096009,4.02373247033441,4.15318230852211,4.08845738942826
"117",4.39050701186624,4.36893203883495,4.29341963322546,4.37971952535059,4.40129449838188,4.5091693635383,4.3042071197411,4.41208198489752
"118",3.93743257820928,4.02373247033441,4.19633225458468,3.93743257820928,4.16396979503776,3.99137001078749,4.01294498381877,3.9697950377562
"119",3.91585760517799,3.91585760517799,3.8403451995685,3.88349514563107,3.80798274002157,4.00215749730313,3.91585760517799,3.88349514563107
"120",4.00215749730313,4.22869471413161,4.25026968716289,4.16396979503776,4.3042071197411,4.16396979503776,4.20711974110032,4.21790722761597
"121",3.76483279395901,3.7108953613808,3.67853290183387,3.49514563106796,3.53829557713053,3.63538295577131,3.67853290183387,3.62459546925566
"122",3.57065803667745,3.62459546925566,3.73247033441208,3.59223300970874,3.63538295577131,3.7108953613808,3.62459546925566,3.60302049622438
"123",4.3042071197411,4.16396979503776,4.22869471413161,4.16396979503776,4.33656957928803,4.16396979503776,4.14239482200647,4.19633225458468
"124",4.33656957928803,4.29341963322546,4.3042071197411,4.22869471413161,4.3042071197411,4.3042071197411,4.23948220064725,4.23948220064725
"125",3.98058252427184,3.89428263214671,3.95900755124056,3.86192017259978,4.07766990291262,4.06688241639698,3.82955771305286,3.90507011866235
"126",4.26105717367853,4.20711974110032,4.36893203883495,4.14239482200647,4.15318230852211,4.09924487594391,4.03451995685005,4.08845738942826
"127",4.44444444444444,4.34735706580367,4.35814455231931,4.25026968716289,4.25026968716289,4.36893203883495,4.19633225458468,4.27184466019417
"128",3.91585760517799,3.88349514563107,3.85113268608414,3.73247033441208,3.79719525350593,3.91585760517799,3.75404530744337,3.72168284789644
